"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"Budget Pet Care","US","12626716","Buy Online Cheap Advantage For Dogs with Free Shipping in US","Buy Bayer Advantage for Dogs at cheapest price online & get free shipping all over USA. Advantage provides fastest relief to dogs from adult fleas by killing all fleas within 12 hrs & also prevents re-infestation efficiently. ","Advantage For Dogs , Buy Advantage Online, Cheap Advantage, Online Advantage Dogs, Cheap Advantage For Dog, Advantage Flea Dog, Buy Advantage For Dogs, Advantage flea treatment for dogs","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.dpbolvw.net/click-101501157-12626716"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-12626716"" width=""300"" height=""250"" alt=""Buy Online Cheap Advantage For Dogs with Free Shipping in US"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826392?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-12626716","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","13108468","Buy Cheapest Bravecto for Dogs Online","Bravecto Chewable Oral Flea & Tick Treatment for Dogs Online at 5% Extra OFF & Free Shipping","Bravecto for Dogs, Buy Bravecto for Dogs, Bravecto for Dogs Online, cheap bravecto","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.anrdoezrs.net/click-101501157-13108468"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13108468"" width=""728"" height=""90"" alt=""Buy Cheapest Bravecto for Dogs Online"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826393?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13108468","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12960121","Special Summer Treats for your Pets! Shop Now to Save 5% Extra Off + Free Shipping on All Orders","Frontline Plus is a flea and tick treatment for 8 weeks and older puppies and dogs. A monthly spot-on treatment, it kills adult fleas within 12 hours and destroys ticks and chewing lice within 48 hours.","Frontline Plus Dogs, Buy Frontline Plus Online, Cheap Frontline For Dogs, Online Frontline Dog Flea, Frontline For Dog","Text Link","N/A","N/A","9-Nov-2018","Celebrate Summer Holidays with your Furry Pals while <a href=""https://www.jdoqocy.com/click-101501157-12960121"" target=""_top"">Saving Big on All Parasite Preventatives</a> at BudgetPetCare.com! Shop Now to Save Extra 5% Off + Free Shipping on All Orders Across USA.<img src=""https://www.tqlkg.com/image-101501157-12960121"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828581?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-12960121","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","IT, FR, NL, US, DE, IL, JP, KR","17115898","Paw-triotic Savings Are Here – Celebrate with Up to 25% Off!","Independence Day = Freedom from Fleas, Ticks & High Prices! Save Up To 25% Off Your Order & Free Shipping Sitewide!","4th of July Deals, Independence Day Sale, Patriotic Pet Deals, Flea and Tick 4th July, Stars and Stripes Savings, Celebrate with Your Pet, America's Best Pet Deals, Limited-Time Pet Offers","Text Link","New","New","1-Jul-2025","<a href=""https://www.kqzyfj.com/click-101501157-17115898"" target=""_top"">Freedom, Fetch, and Fur-Ever Savings! 15% Off Your Order + Free Shipping Sitewide with Coupon: FREEDOM</a><img src=""https://www.ftjcfx.com/image-101501157-17115898"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56828583?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17115898","Coupon","FREEDOM","1-Jul-2025","30-Dec-2025","Pets","4250177","Active","English","Yes"
"Budget Pet Care","US","12751908","Black Friday Doorbusters are here NOW with Extra 7% Off + Free Shipping","BudgetPetCare will beat any Black Friday Price + 7% Extra Discount & Free Shipping on All Orders! <link>Black Friday Sale </link> is Here Early with Use Coupon Code: BLCK7BPC","online pet supplies, online pet supplies free shipping, pet products online, pet supplies online, discount pet supplies online, discount pet supplies online, Pet Care Supplies, Budget Pet Care USA, Pet Care Online","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.dpbolvw.net/click-101501157-12751908"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12751908"" width=""160"" height=""600"" alt=""Black Friday: Once-A-Year-Deals with Extra 7%  Discount + Free Shipping"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56828585?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12751908","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12960121","Special Summer Treats for your Pets! Shop Now to Save 5% Extra Off + Free Shipping on All Orders","Frontline Plus is a flea and tick treatment for 8 weeks and older puppies and dogs. A monthly spot-on treatment, it kills adult fleas within 12 hours and destroys ticks and chewing lice within 48 hours.","Frontline Plus Dogs, Buy Frontline Plus Online, Cheap Frontline For Dogs, Online Frontline Dog Flea, Frontline For Dog","Text Link","N/A","N/A","9-Nov-2018","Celebrate Summer Holidays with your Furry Pals while <a href=""https://www.jdoqocy.com/click-101501157-12960121"" target=""_top"">Saving Big on All Parasite Preventatives</a> at BudgetPetCare.com! Shop Now to Save Extra 5% Off + Free Shipping on All Orders Across USA.<img src=""https://www.awltovhc.com/image-101501157-12960121"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828581?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12960121","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","IT, FR, NL, US, DE, IL, JP, KR","17115898","Paw-triotic Savings Are Here – Celebrate with Up to 25% Off!","Independence Day = Freedom from Fleas, Ticks & High Prices! Save Up To 25% Off Your Order & Free Shipping Sitewide!","4th of July Deals, Independence Day Sale, Patriotic Pet Deals, Flea and Tick 4th July, Stars and Stripes Savings, Celebrate with Your Pet, America's Best Pet Deals, Limited-Time Pet Offers","Text Link","New","New","1-Jul-2025","<a href=""https://www.anrdoezrs.net/click-101501157-17115898"" target=""_top"">Freedom, Fetch, and Fur-Ever Savings! 15% Off Your Order + Free Shipping Sitewide with Coupon: FREEDOM</a><img src=""https://www.ftjcfx.com/image-101501157-17115898"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828583?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-17115898","Coupon","FREEDOM","1-Jul-2025","30-Dec-2025","Pets","4250177","Active","English","Yes"
"Budget Pet Care","US","12626682","Online K9 Advantix For Dogs at Cheapest Price & Free Shipping","Buy K9 Advantix online with lowprice + free shipping in USA. Protect your dog against fleas, ticks, mosquitoes, chewing lice, insects, sand flies & more. It kills fleas within 24 hours and ticks within 48 hours.","K9 Advantix For Dogs, Buy K9 Advantix For Dogs, Buy K9 Advantix Online, K9 Advantix Online, Cheap K9 Advantix For Dogs, Online K9 Advantix, K9 Advantix Dog","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.tkqlhce.com/click-101501157-12626682"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-12626682"" width=""160"" height=""600"" alt=""Online K9 Advantix For Dogs at Cheapest Price"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826407?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-12626682","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12751908","Black Friday Doorbusters are here NOW with Extra 7% Off + Free Shipping","BudgetPetCare will beat any Black Friday Price + 7% Extra Discount & Free Shipping on All Orders! <link>Black Friday Sale </link> is Here Early with Use Coupon Code: BLCK7BPC","online pet supplies, online pet supplies free shipping, pet products online, pet supplies online, discount pet supplies online, discount pet supplies online, Pet Care Supplies, Budget Pet Care USA, Pet Care Online","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.tkqlhce.com/click-101501157-12751908"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12751908"" width=""160"" height=""600"" alt=""Black Friday: Once-A-Year-Deals with Extra 7%  Discount + Free Shipping"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56828585?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-12751908","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","13108457","Nexgard Flea & Tick Control Treatment","Buy Nexgard Flea Tick Chewable for Dogs Online at 5% Extra Discount & Free Shipping","Buy Nexgard, Buy Nexgard For Dogs, Nexgard For Dog Flea Tick, Online Nexgard Dogs, Nexgard Chewables, Nexgard For Dogs","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.kqzyfj.com/click-101501157-13108457"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-13108457"" width=""300"" height=""600"" alt=""Nexgard Flea & Tick Control Treatment"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56826404?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13108457","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626712","Pet Supplies & Health Products Online Store with Free Shipping in USA","Get top-selling branded pet health products and all pet supplies at best price online with free shipping at BudgetPetCare.","Pet supplies, pet meds, pet health products, branded pet supplies, lowest price on pet supplies","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.dpbolvw.net/click-101501157-12626712"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12626712"" width=""300"" height=""250"" alt=""Pet Supplies & Health Products Online Store with Free Shipping in USA"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826405?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12626712","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","13108452","Buy Cheapest Bravecto for Dogs Online","Bravecto Chewable Oral Flea & Tick Treatment for Dogs Online at 5% Extra OFF & Free Shipping","Bravecto for Dogs, Buy Bravecto for Dogs, Bravecto for Dogs Online, cheap bravecto","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.anrdoezrs.net/click-101501157-13108452"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13108452"" width=""300"" height=""600"" alt=""Buy Cheapest Bravecto for Dogs Online"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826406?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13108452","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12843737","Buy Cheapest Bravecto Online: Buy 3 Chews + Get 1 Chew Free & Free Shipping","BRAVECTO is the longest-lasting flea and tick protection, delivering up to 12 weeks flea and tick protection in a single dose.","Bravecto Dog, Bravecto For Dogs, Buy Bravecto, Buy Bravecto Online, Cheap Bravecto, Online Bravecto","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.tkqlhce.com/click-101501157-12843737"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.ftjcfx.com/image-101501157-12843737"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56826408?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12843737","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12845882","Drontal Plus - Best worming treatments at 5% Extra Discount + Free Shipping","Drontal Plus is one of the best worming treatments available in our country for the treatment of intestinal parasites. It is quite effective against tapeworms, roundworms, hookworms, and whipworms.","Drontal Worming Tabs for Dogs, Buy Drontal for Dogs, Drontal for Dogs","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.tkqlhce.com/click-101501157-12845882"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.awltovhc.com/image-101501157-12845882"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56826409?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12845882","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626710","Pet Supplies & Health Products Online Store with Free Shipping in USA","Get top-selling branded pet health products and all pet supplies at best price online with free shipping at BudgetPetCare.","Pet supplies, pet meds, pet health products, branded pet supplies, lowest price on pet supplies","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.dpbolvw.net/click-101501157-12626710"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-12626710"" width=""300"" height=""250"" alt=""Pet Supplies & Health Products Online Store with Free Shipping in USA"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56826410?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-12626710","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12843735","Capstar only at $19.84 + 5% Extra Disocunt & Free Shipping on All Orders","Capstar is an oral tablet for the control of adult fleas on dogs. It starts producing results within half an hour of administration and kills 100% adult fleas within 7 hours.","Buy Capstar, Buy Capstar Flea, Buy Capstar Tablets, Buy Capstar Flea Dogs, Cheap Capstar Dogs, Capstar Cats","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.kqzyfj.com/click-101501157-12843735"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.lduhtrp.net/image-101501157-12843735"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826411?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-12843735","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626723","Buy Cheap K9 Advantix For Dogs Online & Get Free Shipping on all orders across USA","Protect your dog against fleas, ticks, mosquitoes, chewing lice, insects, sand flies & more. It kills fleas within 24 hours and ticks within 48 hours. Buy K9 Advantix online with Cheap price and free shipping in USA.","K9 Advantix For Dogs, Buy K9 Advantix For Dogs, Buy K9 Advantix Online, K9 Advantix Online, Cheap K9 Advantix For Dogs, Online K9 Advantix, K9 Advantix Dog","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.kqzyfj.com/click-101501157-12626723"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12626723"" width=""300"" height=""250"" alt=""Buy Cheap K9 Advantix For Dogs Online & Get Free Shipping on all orders across USA"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826412?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12626723","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12843741","Buy Revolution @ Lowest Price + 5% Extra Discount & Free Shipping on All Orders","Revolution is a multi parasitic preventative, which kills fleas, flea eggs, flea larvae, eliminates gastrointestinal worms and prevent heartworms.","Buy Revolution Flea, Online Revolution Flea, Online Revolution For Dogs, Buy Revolution Flea Treatment, Buy Revolution For Dogs","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.kqzyfj.com/click-101501157-12843741"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.lduhtrp.net/image-101501157-12843741"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56826413?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-12843741","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626663","Pet Supplies & Health Products Online Store with Free Shipping in USA","Get top-selling branded pet health products and all pet supplies at best price online with free shipping at BudgetPetCare.","Pet supplies, pet meds, pet health products, branded pet supplies, lowest price on pet supplies","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.kqzyfj.com/click-101501157-12626663"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-12626663"" width=""160"" height=""600"" alt=""Pet Supplies & Health Products Online Store with Free Shipping in USA"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826414?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-12626663","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626728","Novartis Capstar For Dogs Online at Cheapest Price","Order Capstar for dogs online at cheapest price for 4 weeks & older canines. The tablets kills 100% fleas within 7 hours. Genuine products + free shipping.","Buy Capstar, Cheap Capstar Dogs, Buy Capstar Online, Capstar For Dogs Online, Cheap Capstar, Novartis Capstar For Dogs , Buy Capstar For Dogs , Buy Capstar Flea Dogs","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.kqzyfj.com/click-101501157-12626728"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12626728"" width=""300"" height=""600"" alt=""Novartis Capstar For Dogs Online at Cheapest Price"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826415?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12626728","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","13015543","Frontline Top Spot Clearance Sale","Limited Time Offer! Buy 1 Get 1 Free Frontline Top Spot + 7% Extra OFF & Free Shipping. Coupon: BPCFTS7","","Text Link","N/A","N/A","9-Nov-2018","<a href=""https://www.tkqlhce.com/click-101501157-13015543"" target=""_top"">Frontline Top Spot Season Sale</a>! Buy 4 Doses, Get 4 Doses Free at BudgetPetCare.com + 7% Extra Discount & Free Shipping Sitewide. Use Coupon: BPCFTS7 to Avail Free Doses!<img src=""https://www.awltovhc.com/image-101501157-13015543"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826416?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13015543","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12626687","Pet Supplies & Health Products Online Store with Free Shipping in USA","Get top-selling branded pet health products and all pet supplies at best price online with free shipping at BudgetPetCare.","Pet supplies, pet meds, pet health products, branded pet supplies, lowest price on pet supplies","Banner","N/A","N/A","9-Nov-2018","<a href=""https://www.jdoqocy.com/click-101501157-12626687"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-12626687"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56826417?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-12626687","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12845879","Seresto Flea Collar for Dogs with Extra 5% Discount + Free Shipping","Seresto for dogs is very easy to use flea and tick treatment that provides continuous protection to dogs for three quarters of a year.","Seresto, Buy Seresto, Buy Seresto For Dogs, Buy Seresto Online, Cheap Seresto","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.dpbolvw.net/click-101501157-12845879"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.lduhtrp.net/image-101501157-12845879"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56826418?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-12845879","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12843745","Frontline Top Spot Blowout Sale: Buy 4 + 4 Doses Free + Extra 5% Off & Free Shipping","Frontline Top Spot is an effective solution for fleas, ticks and chewing lice. It kills adult fleas, American dog ticks, brown dog ticks, line star ticks and deer ticks within 24 hours of application.","Buy Frontline Top Spot Online, Buy Frontline Top Spot For Dogs, Cheap Frontline Top Spot, Buy Frontline Top Spot, Frontline Top Spot Online, Frontline Top Spot For Cats","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.anrdoezrs.net/click-101501157-12843745"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.tqlkg.com/image-101501157-12843745"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826419?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12843745","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","US","12845936","Nexgard Spectra Broad Spectra Chewables at Discounted Price + Free Shipping","Nexgard Spectra is a beef-flavored chewable that is highly effective in treating fleas, ticks and intestinal worms in dogs. The oral treatment is highly used in the prevention of heartworm disease.","","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.dpbolvw.net/click-101501157-12845936"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.lduhtrp.net/image-101501157-12845936"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826420?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12845936","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","IT, FR, NL, US, DE, IL, JP, KR","17121465","Black Friday Comes Early — Ready to Save 25% OFF?","July Just Dropped a Deal Bomb: 25% Off on All Pet Care & Prevention + Free Shipping Sitewide! Use Coupon: BLKFJULY","Black Friday in July sale, Summer Black Friday sale, July Black Friday 2025, Mid-year Black Friday deals, Early Black Friday sale, Shop Black Friday in July, Black Friday-level prices in July, Hottest July savings","Banner","New","New","14-Jul-2025","<a href=""https://www.dpbolvw.net/click-101501157-17121465"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17121465"" width=""300"" height=""250"" alt=""July Just Dropped a Deal Bomb: 25% Off on All Pet Care & Prevention + Free Shipping Sitewide!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56826421?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-17121465","Coupon","BLKFJULY","14-Jul-2025","30-Jul-2025","Pets","4250177","Active","English","Yes"
"Budget Pet Care","US, IL, JP, KR","17065635","Hop. Shop. Save 20% Sitewide!","Bunny-Approved Bargains! 20% Off Your Order & Free Shipping Sitewide with Coupon: EASTER20","","Banner","N/A","N/A","8-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-17065635"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-17065635"" width=""300"" height=""600"" alt=""Egg-ceptional Deals You’ll Love! 20% Off Your Order & Free Shipping Sitewide with Coupon: EASTER20"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56826422?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-17065635","Coupon","EASTER20","9-Apr-2025","30-Dec-2025","Pets","4250177","Active","English","No"
"Budget Pet Care","US","11744766","BudgetPetCare: Online Pet Supplies Store","Buy Cheapest pet supplies for Dogs and Cats at lowest price with free shipping + Extra Discount","BudgetPetCare","Banner","$0.00 USD","N/A","9-Nov-2018","<a href=""https://www.dpbolvw.net/click-101501157-11744766"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-11744766"" width=""120"" height=""90"" alt=""BudgetPetCare"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56826423?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-11744766","N/A","","","","Pets","4250177","Active","English","No"
"Budget Pet Care","IT, FR, NL, US, DE, IL, JP, KR","17121468","Black Friday Comes Early — Ready to Save 25% OFF?","July Just Dropped a Deal Bomb: 25% Off on All Pet Care & Prevention + Free Shipping Sitewide! Use Coupon: BLKFJULY","Black Friday in July sale, Summer Black Friday sale, July Black Friday 2025, Mid-year Black Friday deals, Early Black Friday sale, Shop Black Friday in July, Black Friday-level prices in July, Hottest July savings","Banner","New","New","14-Jul-2025","<a href=""https://www.dpbolvw.net/click-101501157-17121468"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-17121468"" width=""970"" height=""250"" alt=""July Just Dropped a Deal Bomb: 25% Off on All Pet Care & Prevention + Free Shipping Sitewide!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826424?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-17121468","Coupon","BLKFJULY","14-Jul-2025","30-Jul-2025","Pets","4250177","Active","English","Yes"
"Budget Pet Care","US","12843744","Cheapest Frontline Plus Online with Extra 5% Discount & Free Shipping on All Orders","Frontline Plus for cats is an effective flea and tick treatment which kills 100% adult fleas within 12 hours and keeps eradicating flea eggs, larvae and pupae for four continuous weeks.","Frontline Plus For Cats, Cheap Frontline Cats, Online Frontline Dog Flea, Online Frontline Cat, Cheap Frontline Cat Flea, Cheap Frontline For Cat, Frontline Plus For Cat","Text Link","N/A","N/A","9-Nov-2018","BudgetPetCare.com is offering a variety of low-cost Flea & Tick treatments & Heartworm Preventatives on Sale! <a href=""https://www.kqzyfj.com/click-101501157-12843744"" target=""_top"">Buy Now</a> & Get Extra 5% Off + Free Shipping on all your purchases! Use Coupon code: BPC5OFF<img src=""https://www.awltovhc.com/image-101501157-12843744"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56826425?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12843744","N/A","","","","Pets","4250177","Active","English","No"
